id,sentence,sentiment
fb64501a-c57e-4482-a472-a4e0a423e9df,"There is a refreshing absence of cynicism in Stuart Little 2 -- quite a rarity , even in the family film market .",4
232cdf3e-27a3-4e63-a778-f40e8991482e,"Wanders all over the map thematically and stylistically , and borrows heavily from Lynch , Jeunet , and von Trier while failing to find a spark of its own .",1
33dc56e9-2744-4fb9-9864-2856d2533f46,"Will only satisfy those who ca n't tell the difference between the good , the bad and the ugly .",1
0c2d78d0-68b3-42bc-9ff1-427ca5a8e532,Even those of a single digit age will be able to recognize that this story is too goofy ... even for Disney .,1
d787d53a-aa00-4309-a2c6-c6dfc7240acb,"Build some robots , haul 'em to the theatre with you for the late show , and put on your own Mystery Science Theatre 3000 tribute to what is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year .",0
0068ec7f-6c1d-4a1a-bc52-53d01cdd2457,I could n't recommend this film more .,3
bc5c71e9-f9b3-47af-8400-6f93669433d6,"borrows a bit from the classics `` Wait Until Dark '' and `` Extremities '' ... But in terms of its style , the movie is in a class by itself .",4
f5352f79-bc28-4176-afcc-5b1575ef3e3c,( An ) absorbing documentary .,3
b567580f-7fd3-47c7-9a1d-6b25652b9c75,"Occasionally funny and consistently odd , and it works reasonably well as a star vehicle for Zhao .",3
9fdf75e2-72aa-4b06-bd76-cee8f978356d,It 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part .,3
ac994b6b-4355-4685-a6ed-c8eb6abc944c,... think of it as American Pie On Valium .,2
75af4ad3-8cbf-441c-b2bf-72f4ab863eaf,"Here 's a British flick gleefully unconcerned with plausibility , yet just as determined to entertain you .",3
919a37d1-2f7b-43eb-b21a-b5a68e23fe1d,There 's so much to look at in Metropolis you hate to tear your eyes away from the images long enough to read the subtitles .,4
40e286ad-e6ce-4624-95af-5a5446e95ff7,Another Best of the Year selection .,4
a8b69c9a-244e-44ec-b538-2866058e4a82,A thriller made from a completist 's checklist rather than with a cultist 's passion .,2
213be186-4366-4acf-9220-cc7121f99839,"Neither Parker nor Donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula .",3
b6dbfdd8-bd13-449c-8214-0ae0da5beab1,"Feel bad for King , who 's honestly trying , and Schwartzman , who 's shot himself in the foot .",1
1331dbd1-3f6d-423c-9562-3eab70fd2ea3,sympathetically captures the often futile lifestyle of young people in modern Japan .,2
d255d340-7afc-499d-968e-11c4b411490e,My response to the film is best described as lukewarm .,1
50121ddd-9c65-4f3d-9284-76cc67c13f4a,"Though it 's equally solipsistic in tone , the movie has enough vitality to justify the notion of creating a screen adaptation of Evans ' saga of Hollywood excess .",3
9bb9d325-79df-462a-ba71-1ad0d1069f16,"It 's dumb , but more importantly , it 's just not scary .",0
4651dcb6-c749-4610-8358-f734cb0d43ff,"Yes , MIBII is rote work and predictable , but with a philosophical visual coming right at the end that extravagantly redeems it .",3
9331c7fc-44c9-41f9-a0cd-57768cd766cb,"If the idea of the white man arriving on foreign shores to show wary natives the true light is abhorrent to you , the simplistic Heaven will quite likely be more like hell .",2
03de4af5-50f7-4282-a308-fbc623f54345,"Rarely has skin looked as beautiful , desirable , even delectable , as it does in Trouble Every Day .",3
b100db10-eb10-45dc-8e33-e5a8e85d6f84,"It 's not thirsty , consuming passion which drives this movie .",2
3e3649ec-0a6f-4f82-835d-96a51268f89d,"What 's surprising about this traditional thriller , moderately successful but not completely satisfying , is exactly how genteel and unsurprising the execution turns out to be .",3
e64adeff-6fd2-40bc-86ca-c6996674a4e1,Or that the battery on your watch has died .,2
3eaa2d28-b485-467b-9612-fedcf36af523,"Though the film is static , its writer-director 's heart is in the right place , his plea for democracy and civic action laudable .",3
91da922f-0f4c-4b38-b93d-8134a92019e3,Abderrahmane Sissako 's Heremakono ( Waiting for Happiness ) is an elegiac portrait of a transit city on the West African coast struggling against foreign influences .,2
9b23aa5d-f10c-4794-9e75-a5e460a2fc6d,"An ambitious , guilt-suffused melodrama crippled by poor casting .",1
93ec07af-4610-4b45-aee5-dde315d7c9e1,"Formulaic to the 51st power , more like .",1
fe0441ae-a50e-4b2d-8442-ab8171eabf59,A slow-moving police-procedural thriller that takes its title all too literally .,1
84ff9446-4d6a-4395-8aa7-7495b1d56434,"This new movie version of the Alexandre Dumas classic is the stuff of high romance , brought off with considerable wit .",3
33ff7bed-9c0f-4f57-9006-c7b5c2b20c96,"Like a bad improvisation exercise , the superficially written characters ramble on tediously about their lives , loves and the art they 're struggling to create .",0
22007072-8ac1-4233-ac5d-446a9363cd9e,This is Carion 's debut feature but his script and direction hums with a confidence that many spend entire careers trying to reach .,4
3dbdc330-67a7-4bfa-b123-beb92253ff0a,Confessions is without a doubt a memorable directorial debut from King Hunk .,3
5da1fa01-c9f0-479e-b83c-1c2874835917,The best way to describe it is as a cross between Paul Thomas Anderson 's Magnolia and David Lynch 's Mulholland Dr.,2
12a27a3e-4c23-43e6-8787-06171eb7dde1,An unabashedly schmaltzy and thoroughly enjoyable true story .,3
09e2918d-94bb-4c84-a1be-19dd0eff000f,Has all the scenic appeal of a cesspool .,0
8d7f6c69-b266-4675-8c50-2ddb3df22987,A really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .,2
ae6b0baa-762b-4e1f-91c2-cb28535e8262,"Skins has a right to yawp , and we have a right to our grains of salt .",2
b3ec3cb4-f043-42f7-b04e-89c99f3fbc67,Fred Schepisi 's film is paced at a speed that is slow to those of us in middle age and deathly slow to any teen .,0
98b6f6fc-6104-483f-8ada-4c7dac41643b,Beautifully filmed and well acted ... but admittedly problematic in its narrative specifics .,3
7441a5de-c86c-4064-ba77-b135af4d0fab,If only Merchant paid more attention the story .,1
583a6a5c-6ef0-40d0-a2db-e05eaa979c80,"Personal Velocity ought to be exploring these women 's inner lives , but it never moves beyond their surfaces .",2
da8e9231-c17f-413b-8310-bb67c46daf06,Frank McKlusky C.I. is that movie !,2
df84e043-1ec0-40cc-b29a-c7bf2d84cc62,"A reasonably efficient mechanism , but it offers few surprises and finds its stars slumming in territory they should have avoided .",2
7a4f26bc-4da4-40d2-ac28-3b7b415aaed1,"Tim Allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .",4
d7c470af-927e-47b9-9c73-2e6ba8f2a7ac,Both deeply weird and charmingly dear .,3
2f5c285d-63aa-45bb-b405-d27df705a260,"MacDowell , whose wifty Southern charm has anchored lighter affairs ... brings an absolutely riveting conviction to her role .",3
2f6e36f0-e7d7-4a16-ab0c-06cba0b7559c,"The screenplay , co-written by director Imogen Kimmel , lacks the wit necessary to fully exploit the comic elements of the premise , making the proceedings more bizarre than actually amusing .",1
81460d42-ab51-4b29-8e92-9982f9809620,Taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes .,0
936e063a-a97b-4d32-ac00-4a98b698714f,"At times , it actually hurts to watch .",0
4edc1823-c7af-48c1-b0d6-d598a911a5a2,"A movie that will touch the hearts of both children and adults , as well as bring audiences to the edge of their seats .",4
3001e047-08f9-467b-84ea-7dba85b1d7d2,Catch it ... if you can !,3
cf226ad1-73b4-4956-8355-0e2aaf5e8df3,"Merely as a technical , logistical feat , Russian Ark marks a cinematic milestone .",3
71f3d448-3281-4dd8-8d30-0f0a8f4b4d0a,"Whenever you think you 've seen the end of the movie , we cut to a new scene , which also appears to be the end .",1
cbe85673-98b7-4b56-9724-3eef53272dff,A lame romantic comedy about an unsympathetic character and someone who would not likely be so stupid as to get involved with her .,0
e6c7a57e-15b9-4bf1-975d-7e5f7606bcdf,"Rarely do films come along that are as intelligent , exuberant , and moving as Monsoon Wedding .",4
fb9850f5-6ad3-48a4-b33c-eefe1389173c,Wonder of wonders -- a teen movie with a humanistic message .,3
f9dbde44-fc1b-4732-b2ff-59f2a67d0bc5,There has to be a few advantages to never growing old .,2
2112591a-8d60-48b0-93e5-90ac2fbb0936,"Thanks to The Château 's balance of whimsicality , narrative discipline and serious improvisation , almost every relationship and personality in the film yields surprises .",3
bb136ae0-f6f3-4578-98dc-0c435c12df1f,I simply ca n't recommend it enough .,3
3bded2fa-8350-4607-abf6-f5aa6808a02b,At 78 minutes it just zings along with vibrance and warmth .,4
98179acb-2a44-4592-88e3-f65b62f520be,Surprisingly powerful and universal .,4
f3becd83-2d8d-4904-9ef4-2545a8ffd1b4,"A road trip that will get you thinking , ` Are we there yet ? '",2
6f2367d4-0193-4a14-9705-a00791f3153a,"Despite its lavish formalism and intellectual austerity , the film manages to keep you at the edge of your seat with its shape-shifting perils , political intrigue and brushes with calamity .",3
005e3e81-7f97-41b0-a80b-840842f2e59e,"The screenplay is hugely overwritten , with tons and tons of dialogue -- most of it given to children .",1
2ad4c701-919c-48ac-972f-a72c40080110,"While the stoically delivered hokum of Hart 's War is never fun , it 's still a worthy addition to the growing canon of post-Saving Private Ryan tributes to the greatest generation .",2
8bb88138-d95e-49eb-80e9-35c9306a32b9,"Is n't quite the equal of Woo 's best earlier work , but it 's easily his finest American film ... comes close to recapturing the brilliance of his Hong Kong films .",3
76d5b1ec-950b-4a0b-b553-7f6748aea244,"With an obvious rapport with her actors and a striking style behind the camera , Hélène Angel is definitely a director to watch .",4
75791276-0d46-41bc-8b46-b0713a89cfba,A comedy-drama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis .,4
e79e304e-db65-4b0d-a74f-2f40d1913811,"The first Tunisian film I have ever seen , and it 's also probably the most good-hearted yet sensual entertainment I 'm likely to see all year .",4
da2c5ef9-b40e-4c17-b130-b6fe86380abd,"Forages for audience sympathy like a temperamental child begging for attention , giving audiences no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining .",0
d259c0ea-9cb9-407f-b386-5381178f52bb,"( Schweiger is ) talented and terribly charismatic , qualities essential to both movie stars and social anarchists .",3
161fb6aa-189f-4946-807c-946cf80be1b9,Viewers of Barney 's crushingly self-indulgent spectacle will see nothing in it to match the ordeal of sitting through it .,1
ef983f15-d6dc-4d2d-8633-c8c168ded8a9,"I do n't know precisely what to make of Steven Soderbergh 's Full Frontal , though that did n't stop me from enjoying much of it .",3
5470b753-c958-4216-b342-32aefb610f48,Much monkeyfun for all .,4
76986c1f-c84d-41d8-93af-5bd6c196916b,"With tiny little jokes and nary an original idea , this sappy ethnic sleeper proves that not only blockbusters pollute the summer movie pool .",1
45274e5d-5fa7-4af4-8e64-8badad875aa2,"There are times when A Rumor of Angels plays like an extended episode of Touched by an Angel -- a little too much dancing , a few too many weeping scenes -- but I liked its heart and its spirit .",3
219c8a5c-3c8a-43bc-afc5-6d49fd567d2f,"Halfway through , however , having sucked dry the undead action flick formula , Blade II mutates into a gross-out monster movie with effects that are more silly than scary .",1
ea85e3c4-e9d7-4a75-8974-b158782dce4b,"An amusing , breezily apolitical documentary about life on the campaign trail .",3
5c353105-3e11-4da1-b109-6be2c889dd6a,"Much of it is funny , but there are also some startling , surrealistic moments ...",3
479a583c-0be6-4e3c-b800-d80fa03a7133,Vampire epic succeeds as spooky action-packed trash of the highest order .,2
868506ca-5c7d-405f-bd4d-e26d866e6a9a,Its characters are thinner than cardboard -- or even comic-book paper .,1
50b1ea0b-1330-471a-92c5-06e3f1e4be21,A winning piece of work filled with love for the movies of the 1960s .,3
63c3d593-d020-4902-bdc6-4ee4c4087708,Watching `` Ending '' is too often like looking over the outdated clothes and plastic knickknacks at your neighbor 's garage sale .,1
493dbc31-f876-499e-ad69-50edd96191ad,How do you spell cliché ?,0
7d0812a6-d743-4b56-8573-1bfb150e3341,Contradicts everything we 've come to expect from movies nowadays .,3
68b8378e-a17c-4ed7-8b29-07a58f1c6a1e,The Cold Turkey would 've been a far better title .,1
b1721025-8061-4702-8da4-41ca33f0e989,Succeeds where its recent predecessor miserably fails because it demands that you suffer the dreadfulness of war from both sides .,3
a4ca996c-9242-4635-852a-e1a08a788de0,"In a summer of clones , Harvard Man is something rare and riveting : a wild ride that relies on more than special effects .",4
bfc909b5-7402-414f-9833-a104475dc61f,"Functions as both a revealing look at the collaborative process and a timely , tongue-in-cheek profile of the corporate circus that is the recording industry in the current climate of mergers and downsizing .",3
4373f5ea-7cfd-40c0-b85b-1f501e860f0f,"The Château would have been benefited from a sharper , cleaner script before it went in front of the camera .",1
576b106f-6f6c-4ecf-b109-96c1b1ef30ef,Works as pretty contagious fun .,4
d5d5502e-b45d-41bd-84cb-c69fcb1095a8,"A film of epic scale with an intimate feeling , a saga of the ups and downs of friendships .",3
8219edbe-b07b-47d7-9440-b135370da5d7,"Because of an unnecessary and clumsy last scene , ` Swimfan ' left me with a very bad feeling .",1
856673db-e7da-446d-a757-ea63841864b5,The film exudes the urbane sweetness that Woody Allen seems to have bitterly forsaken .,3
c3e41dd4-e7de-4700-855e-8ec3a6488fd5,Mocking kung fu pictures when they were a staple of exploitation theater programming was witty .,2
50e47247-c681-439a-8999-97796dc7b9a4,A disturbing examination of what appears to be the definition of a ` bad ' police shooting .,2
b6039a0c-1298-45e5-9c1c-b0af928a5935,"It 's not only dull because we 've seen ( Eddie ) Murphy do the genial-rogue shtick to death , but because the plot is equally hackneyed .",1
fbf8150c-ac83-4837-b254-62c3f1827dc5,"The Son Of The Bride 's humour is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues .",4
df1ab730-28cc-4925-b5b7-4b3718ecf499,There are many definitions of ` time waster ' but this movie must surely be one of them .,0
85ba30f3-38ad-4ab5-af47-71d1d01964fd,Like being invited to a classy dinner soiree and not knowing anyone .,2
f033b99f-cc64-4556-8120-bdbecc053a6a,"With McConaughey in an entirely irony-free zone and Bale reduced mainly to batting his sensitive eyelids , there 's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd .",1
9b2cbdb9-1e16-4f3a-aa4b-9fa927b08e41,The obligatory break-ups and hook-ups do n't seem to have much emotional impact on the characters .,2
1e92e40c-34cb-452c-a8f6-90143e51d5ff,"This is lightweight filmmaking , to be sure , but it 's pleasant enough -- and oozing with attractive men .",3
3eade926-fe35-4699-a7cd-5a37ac33bb2a,Ararat feels like a book report,1
0b97cf43-f2f7-4e88-9134-2684127bc5ee,"It 's mildly sentimental , unabashedly consumerist ... studiously inoffensive and completely disposable .",1
78ebc20f-e6d1-4154-b851-4e2fc237c075,The film 's desire to be liked sometimes undermines the possibility for an exploration of the thornier aspects of the nature\/nurture argument in regards to homosexuality .,1
49a912a0-a162-4861-b9ec-a12f087509b7,"While the filmmaking may be a bit disjointed , the subject matter is so fascinating that you wo n't care .",3
e161524e-f59f-48dd-8a73-8e457df20c14,"Young Hanks and Fisk , who vaguely resemble their celebrity parents , bring fresh good looks and an ease in front of the camera to the work .",4
b2c3e36b-c800-46de-9c65-a2338b373fe1,This slender plot feels especially thin stretched over the nearly 80-minute running time .,1
45044179-fcba-4534-8ce5-81fb61e3c0b5,"Snoots will no doubt rally to its cause , trotting out threadbare standbys like ` masterpiece ' and ` triumph ' and all that malarkey , but rarely does an established filmmaker so ardently waste viewers ' time with a gobbler like this .",1
e7e378b8-b29e-4385-822e-7fb845bd3f48,The isolated moments of creative insanity finally are lost in the thin soup of canned humor .,2
47277db1-631e-4680-900d-510e884b6384,"While Cherish does n't completely survive its tonal transformation from dark comedy to suspense thriller , it 's got just enough charm and appealing character quirks to forgive that still serious problem .",3
4b43a058-aa50-439b-8bd6-7ba9cbaaf1f4,"Often demented in a good way , but it is an uneven film for the most part .",1
6b205e14-bf44-4a13-acae-fdc003ae39f3,Nothing about it fits .,1
239d2d17-3724-493c-851d-861eedfcead7,"It was filled with shootings , beatings , and more cussing than you could shake a stick at .",2
3fd46199-0f5f-4bec-99ed-89fa13c62c67,... Blade II is more enjoyable than the original .,4
d485d5a0-b8b2-468c-b55f-a8c049eb4505,"( A ) Hollywood sheen bedevils the film from the very beginning ... ( but ) Lohman 's moist , deeply emotional eyes shine through this bogus veneer ...",3
5cba57ce-7fee-4e26-b724-1c044a37c50f,The film 's needlessly opaque intro takes its doe-eyed Crudup out of pre-9 \/ 11 New York and onto a cross-country road trip of the Homeric kind .,1
9e364420-0bdc-4d7f-a6a3-e787604f591f,A reworking of Die Hard and Cliffhanger but it 's nowhere near as exciting as either .,1
0c807be9-cb55-47c7-ba04-ece1e7e38dcc,Hollywood 's answer to an air ball .,2
81bd5ee6-a329-4222-b4bf-111d892a83ff,Too clunky and too busy ribbing itself to be truly entertaining .,1
5cd5f680-df02-4e83-9835-032fe0c1367f,I can take infantile humor ... but this is the sort of infantile that makes you wonder about changing the director and writer 's diapers .,1
760ddbb0-0132-44bf-b2dd-037bc1b9c065,"The movie is loaded with good intentions , but in his zeal to squeeze the action and our emotions into the all-too-familiar dramatic arc of the Holocaust escape story , Minac drains his movie of all individuality .",1
12dda7c3-685b-4205-8d67-3dabfdd3b4b1,When the twist endings were actually surprising ?,2
0cc6fc1d-3169-4f1e-87d9-75e456d83727,This one does .,2
195034fa-5974-47d9-9b18-032c047b7054,It made me want to get made-up and go see this movie with my sisters .,3
aa0c08d0-995c-4c43-8aac-cb15e6cbf257,A straight-ahead thriller that never rises above superficiality .,1
5a16f6b8-be42-442b-b5f0-df5489c8c538,"( Two ) fairly dull -- contrasting and interlocking stories about miserable Scandinavian settlers in 18th-century Canada , and yuppie sailboaters in the here and now .",1
17141fc1-0934-4983-9682-bda5deeea4db,I loved looking at this movie .,3
74b852bf-27f8-427e-a055-309ece458547,"With Zoe Clarke-Williams 's lackluster thriller `` New Best Friend '' , who needs enemies ?",1
8a55382a-b9d9-436d-9752-bbc0bd57c07f,"A fresh-faced , big-hearted and frequently funny thrill ride for the kiddies , with enough eye candy and cheeky wit to keep parents away from the concession stand . '",4
c6b3ab7c-2fd9-4f12-9cf7-3c53606209c9,"Thekids will probably stay amused at the kaleidoscope of big , colorful characters .",3
3dee00fe-812a-4b25-ad74-865e7574f0e8,"It ca n't decide if it wants to be a mystery\/thriller , a romance or a comedy .",1
56d0b75e-7232-4838-b47b-e2d8c7534513,I was impressed by how many tit-for-tat retaliatory responses the filmmakers allow before pulling the plug on the conspirators and averting an American-Russian Armageddon .,3
e06bd038-da6a-4fe7-b047-2b0fcb57bb3e,Sewer rats could watch this movie and be so skeeved out that they 'd need a shower .,0
b04cc401-eb35-4461-910a-0677332fd583,"Weaves a spell over you , with its disturbingly close-up look at damaged psyches and its subtle undercurrents of danger .",2
feaa1450-333b-41e6-a179-523f1ceec419,"One of those rare films that seems as though it was written for no one , but somehow manages to convince almost everyone that it was put on the screen , just for them .",4
a811ab11-e09b-47a9-a382-e962d2a50ed9,Would Benigni 's Italian Pinocchio have been any easier to sit through than this hastily dubbed disaster ?,0
25b04792-81a8-4db5-98b3-7c6cfd341f48,"Except for Paymer as the boss who ultimately expresses empathy for Bartleby 's pain , the performances are so stylized as to be drained of human emotion .",2
d7c54de8-6b61-4c36-bb1c-28b16cad190c,"Goyer 's screenplay and direction are thankfully understated , and he has drawn excellent performances from his cast .",4
7af735a0-90e2-4b73-afeb-3f0ae09aa660,( T ) oo many of these gross out scenes ...,1
48ef6c38-6991-4922-b045-fa705fc0430b,"Manages to be somewhat well-acted , not badly art-directed and utterly unengaging no matter how hard it tries to be thrilling , touching or , yikes , uproarious .",2
e95a126a-58ab-45ca-9fdc-e5ba24ef0fd7,Rice is too pedestrian a filmmaker to bring any edge or personality to The Rising Place that would set it apart from other Deep South stories .,1
77f93471-710d-4f7f-8104-28c33afd5912,We do n't get paid enough to sit through crap like this .,0
0b0d25d3-7912-4470-88a7-cd04ec48b8d4,"The power of this script , and the performances that come with it , is that the whole damned thing did n't get our moral hackles up .",2
60353b77-4bf0-43f3-a6b2-ef8b5e93b3d8,Falters when it takes itself too seriously and when it depends too heavily on its otherwise talented cast to clown in situations that are n't funny .,1
301c09e5-86f7-412b-9a6f-9edad8156950,"Ends up being mostly about ravishing costumes , eye-filling , wide-screen production design and Joan 's wacky decision to stand by her man , no matter how many times he demonstrates that he 's a disloyal satyr .",2
32a4f24e-8b75-42b6-aece-a48c1e38a91e,"A pleasant enough movie , held together by skilled ensemble actors .",3
084fd0b8-2bd6-4368-99b9-2c968a56b460,"The performances are so overstated , the effect comes off as self-parody .",0
e8d907ed-3ad0-4245-af55-4c8f28d0b2b4,Could as easily have been called ` Under Siege 3 : In Alcatraz ' ... a cinematic corpse that never springs to life .,1
d028fbac-ccfc-45bd-b398-f2102df8ae00,Solondz may well be the only one laughing at his own joke,1
1a5b4266-fb3a-440b-bc71-921b18712b57,Bean drops the ball too many times ... hoping the nifty premise will create enough interest to make up for an unfocused screenplay .,1
986d1deb-ed02-4c8f-84e3-0ae9f82defbd,"A film which presses familiar Herzog tropes into the service of a limpid and conventional historical fiction , when really what we demand of the director is to be mesmerised .",1
08797fca-36ab-436a-8f89-e8546aa6ead0,"The director , with his fake backdrops and stately pacing , never settles on a consistent tone .",0
6b7fee96-4fb8-49f9-93dc-ace6f654333f,I tried to read the time on my watch .,1
8d2ec9ca-4da6-4665-b78e-53f31fdf4cd2,"After a while , the only way for a reasonably intelligent person to get through The Country Bears is to ponder how a whole segment of pop-music history has been allowed to get wet , fuzzy and sticky .",1
9436f888-c6ca-4976-976c-5bc5fb06b101,The vistas are sweeping and the acting is far from painful .,2
1f7b35d0-e133-413f-99a5-2b41ff0f2f80,"In capturing the understated comedic agony of an ever-ruminating , genteel yet decadent aristocracy that can no longer pay its bills , the film could just as well be addressing the turn of the 20th century into the 21st .",2
a029432f-1290-4a07-8ca9-6a1d40e03957,"If the movie succeeds in instilling a wary sense of ` there but for the grace of God , ' it is far too self-conscious to draw you deeply into its world .",1
506df63b-88b0-4839-8d4f-e699d6ad8eeb,Excruciatingly unfunny and pitifully unromantic .,1
00fc4fdc-f68a-4f36-90af-600890c01e7d,"You end up simply admiring this bit or that , this performance or that .",2
53bb602e-59c5-4aa2-9b41-78c47ac9ceaa,"Blue Crush has all the trappings of an energetic , extreme-sports adventure , but ends up more of a creaky `` Pretty Woman '' retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought .",1
1f271886-04bf-4748-a1a1-e42d4beabf27,"Too stagey , talky -- and long -- for its own good .",1
878ecddd-81f6-4509-9751-88ea2129067a,"( Shyamalan ) continues to cut a swathe through mainstream Hollywood , while retaining an integrity and refusing to compromise his vision .",3
0d3dd28c-3a09-49b9-b106-9ecffbd4b8f4,And that leaves a hole in the center of The Salton Sea .,1
87ce0684-2516-41f0-8520-ee86f14057d5,"The story line may be 127 years old , but El Crimen del Padre Amaro ... could n't be more timely in its despairing vision of corruption within the Catholic establishment .",3
ebd6aeeb-2ee6-4145-9475-dee3ab50c79d,Graced with the kind of social texture and realism that would be foreign in American teen comedies .,3
ace4409a-8a3f-455e-b60c-f4bd29f3dcd7,This insufferable movie is meant to make you think about existential suffering .,1
499c7798-e6f9-41f5-b7c4-6d650388f1f3,"Reign of Fire is hardly the most original fantasy film ever made -- beyond Road Warrior , it owes enormous debts to Aliens and every previous dragon drama -- but that barely makes it any less entertaining .",3
cfa0b4a6-d393-46b9-89e5-750e49265dbf,"The fight scenes are fun , but it grows tedious .",1
58707c58-55da-4c36-b44a-04bbba037273,"Not that any of us should be complaining when a film clocks in around 90 minutes these days , but the plotting here leaves a lot to be desired .",1
e8186585-ba90-44a5-883f-0ffc71eb95a2,"( Johnnie To and Wai Ka Fai are ) sure to find an enthusiastic audience among American action-adventure buffs , but the film 's interests may be too narrow to attract crossover viewers .",1
9e2e7054-21dd-438c-83ff-277a940b6436,"Both heartbreaking and heartwarming ... just a simple fable done in an artless sytle , but it 's tremendously moving .",4
0b219c49-2f94-4e96-b4b2-e12621e334b1,"In exactly 89 minutes , most of which passed as slowly as if I 'd been sitting naked on an igloo , Formula 51 sank from quirky to jerky to utter turkey .",0
